batch_id,t1,t2,q1,t3,q2,t4,t5
fc6a2459-bef1-44da-85ef-a856b4207dde,2.152101,0.000151,0,0.108710,1,0.000759,1.933041
ab731efe-3ba4-430c-8c34-b16dc06af9ab,2.120424,0.000132,0,0.144424,1,0.000728,1.851837
d0cb88d1-c85b-4942-8877-061443296f9c,1.931222,0.000074,0,0.109047,1,0.000475,1.857423
23374289-b903-4ea3-80e0-1f1d8644e078,1.938952,0.004172,0,0.104016,1,0.003714,1.965001
db4131fb-5353-4360-afe9-6e77d4b0c4a5,2.027313,0.000113,0,0.087538,1,0.002245,1.910743
d97f24d2-6e7e-45b4-8123-48b935205963,2.104549,0.000070,0,0.125321,1,0.000713,1.959802
b5d68428-dddf-4dd5-8648-c6cf5656f1d6,2.095153,0.000150,0,0.086913,1,0.000924,1.934659
27255513-0f09-4bd3-ae01-1f343770733e,2.116107,0.000075,0,0.104420,1,0.000462,1.961013
9d008c95-432b-459b-be07-de807497b9cd,2.125938,0.000185,0,0.087130,1,0.000679,1.867393
94b8c95a-009b-4c41-9ff0-f3d6ecc87212,2.142590,0.000069,0,0.067094,1,0.002798,1.901807
011711b3-4c51-4415-9c5d-ee9c2027e81d,2.116138,0.000951,0,0.078114,1,0.001309,1.949323
60b3442d-5952-490d-9c60-392cbbb4c0c3,2.112824,0.000076,0,0.081412,1,0.000448,1.968121
57c82870-d73a-49aa-a990-38a52d552e24,1.980319,0.000072,0,0.096208,1,0.000641,1.904887
61201d13-07b4-499c-89f9-1c899e02b769,2.041127,0.000120,0,0.103538,1,0.000707,1.960770
7b1f5cb6-363f-4bbb-9d0e-6a534fa9f80e,2.118526,0.000784,0,0.109256,1,0.000735,1.881871
9eb32f16-92d0-413f-8037-299a5a2b888d,2.087088,0.000077,0,0.100243,1,0.000442,1.795346
b68a6292-2f4e-42c2-be3b-58dc873eede4,2.069046,0.000124,0,0.084631,1,0.000867,1.887285
9892535d-b837-43ca-99dd-786cc26a107c,2.079330,0.000084,0,0.100739,1,0.000867,1.927892
77a14cf4-c5af-4942-96fd-e0cde2b1a1f3,2.070812,0.000075,0,0.167812,1,0.000649,1.890571
13ae1acc-30aa-4dc3-9209-711b37e1692c,2.035984,0.000070,0,0.115597,1,0.001012,2.008494
d644df92-b15e-49d9-a9ea-64a368a65c28,2.124861,0.000084,0,0.087961,1,0.000371,1.934697
0576ccdc-cbbe-46d1-855c-6f50e2270456,2.110001,0.000100,0,0.118948,1,0.001415,1.973261
a0ba04ce-e041-45c4-867a-a834891437e8,2.118025,0.000068,0,0.091218,1,0.000371,1.847849
9384abfa-3f26-472e-9a23-e0eef4ead4ba,2.128531,0.003042,0,0.072206,1,0.000712,1.956852
9921a2a0-fe2a-4bd2-b2a2-a6768f7ebd31,2.126319,0.000083,0,0.108244,1,0.000492,1.961490
126db228-4a51-4d48-86d8-1eecd6e4196d,2.040400,0.000098,0,0.089869,1,0.003372,2.013128
13164508-d763-4519-a854-a8aecf4fbfea,2.022612,0.000098,0,0.094568,1,0.000437,1.945130
9c131805-699b-4b4d-9152-738aa388d2b8,2.079963,0.000118,0,0.181648,1,0.000739,2.014292
