batch_id,t1,t2,q1,t3,q2,t4,t5
40204856-5c10-4018-a34c-e5c9db47baaf,2.257410,0.000125,0,0.083611,1,0.000318,2.110601
fe38b64c-84dd-4f2f-84d7-100b819520f8,2.120834,0.000081,0,0.155540,1,0.000498,2.029295
9d3b80e4-bedd-4784-b307-7b272efdee12,2.110057,0.000068,0,0.121599,1,0.001067,1.955623
8057ac58-7b6d-4a59-ab6b-7a34e17977f4,2.082312,0.000160,0,0.099994,1,0.001182,2.053190
04979327-2403-4205-8c11-af434f596c8b,2.069858,0.002040,0,0.100564,1,0.001103,2.008693
821f81ca-003c-463d-a391-63c5233a031a,2.037253,0.000109,0,0.078987,1,0.001240,2.030545
87ae82fb-71b2-4b71-b0fb-9faf86c9930b,2.074580,0.000092,0,0.153934,1,0.001525,1.972894
61068773-3be2-4858-b04c-c6ffd3c0b145,2.123082,0.001019,0,0.160764,1,0.003913,2.106249
ac34bd95-8890-4690-85fa-211f2a02acc4,2.145642,0.000087,0,0.075217,1,0.001262,1.945954
e96ba8b6-1860-43de-a62e-d1112c6e75f5,2.153900,0.000319,0,0.089133,1,0.001011,1.970998
ee67dd86-7439-4459-bdb6-136b6338cb3a,2.060208,0.000165,0,0.091898,1,0.005985,2.021904
34937814-e857-4141-acd9-874ba414097d,2.069455,0.000510,0,0.173409,1,0.002164,2.113907
cf5931df-6449-45c0-a79a-7ae92f556a37,1.954733,0.000096,0,0.081309,1,0.033714,2.080024
154064d5-4d0d-48d0-9999-9e664ae41f85,2.158028,0.000524,0,0.159794,1,0.001104,2.004031
7275de49-df1c-4706-9464-743f6ab4a3eb,2.119483,0.000076,0,0.091666,1,0.006455,2.002526
aaa9c614-e638-461b-827b-48a75c67e9fd,2.040380,0.000071,0,0.106407,1,0.001107,1.966514
98d1ed4c-2d49-491d-a7d2-00483d01d92a,2.175920,0.000082,0,0.161768,1,0.001020,1.947091
90cc9775-8dad-4341-8516-acb69fcdab96,2.038756,0.000434,0,0.093944,1,0.001264,1.811601
39dd7001-b4af-4d71-b0f0-55a99ae4cc56,2.077884,0.000078,0,0.093996,1,0.001121,1.975971
0620aeb9-e794-41bf-b7b8-7661b4134841,2.150230,0.000156,0,0.088163,1,0.001278,1.993882
a98d93d7-79c4-482f-9238-ddd17d24f976,1.975801,0.000090,0,0.182082,1,0.001100,1.996006
8a51771a-4924-4339-b9f3-f559e6dc0790,2.112115,0.002157,0,0.090986,1,0.001408,2.025955
35285727-9989-4abc-89b8-1ef0f644c537,1.982496,0.000154,0,0.154162,1,0.001066,2.099374
b3dfff22-ab6c-4082-9dc5-3faa5a6138ed,1.951209,0.000107,0,0.083619,1,0.001234,1.957922
b323c588-ecba-48aa-9e17-cc4536881620,2.071876,0.000100,0,0.135092,1,0.004250,2.020976
5e7a22cf-37d5-4ea1-b48d-8174a06d00df,2.171603,0.000107,0,0.120077,1,0.001667,1.969159
0e798d6b-4690-4189-9477-d4e5f6af659f,2.163279,0.000114,0,0.093679,1,0.001197,1.985134
327c95e0-cb81-47cb-bf2f-5bfcaa0e9a63,1.954475,0.000084,0,0.083867,1,0.001287,1.952908
821ba360-52b0-46f8-9657-2a6c4cde7055,2.168205,0.000079,0,0.099190,1,0.002149,2.050727
29f92268-5a8a-45e9-b5da-e29c06749c4d,2.041688,0.000128,0,0.098812,1,0.001122,1.975220
920ba946-217a-4497-b97c-161d0f5e9d98,2.119102,0.000066,0,0.099870,1,0.001325,2.068263
6cba28b7-f73a-493d-b705-dcd1124ef3eb,1.958446,0.000097,0,0.094884,1,0.001102,1.856813
70ccadcc-46d5-494b-b11d-861123b4972f,2.032472,0.000073,0,0.106678,1,0.001343,1.976680
1e759def-b0d1-429c-9e8f-2405239d0ece,2.089368,0.000114,0,0.156450,1,0.001140,2.044971
9f993650-bb18-4e78-b91b-4903c972d63f,2.164570,0.000108,0,0.165604,1,0.001256,2.066360
224f5c00-9e01-46f4-b62f-8c0085511ede,2.039468,0.000119,0,0.084116,1,0.001365,2.071019
13eaf36e-e32c-471d-b5d6-30c2102eba2d,2.126744,0.000117,0,0.094957,1,0.001338,1.973536
2bcaf2bc-0644-4bf8-be4e-a014cad3b985,2.001658,0.000120,0,0.140389,1,0.007040,1.998688
14b6c902-8ab9-4744-9cc6-584af052b9e1,2.146398,0.000176,0,0.112944,1,0.001183,1.976825
cb9100d5-74b3-4ce8-8f3a-d2855098915a,2.108457,0.000102,0,0.096168,1,0.001307,2.033850
eef9ec38-2d0c-4491-a0bb-f07425bf52ce,2.040178,0.000086,0,0.100578,1,0.001388,1.958368
00111da4-8ec7-46a9-9eef-3002134e10f0,2.086515,0.000076,0,0.146355,1,0.001029,1.964208
207043ac-5107-4f14-b99d-24a831d7fe39,2.004231,0.000080,0,0.099572,1,0.001163,1.878950
6258777b-c8f1-490e-bf61-7d4e8ef325bc,2.095354,0.000127,0,0.117959,1,0.001569,2.004860
eccaabf5-e9f8-467c-8dcb-7d8c8a604ae7,2.229281,0.000082,0,0.068689,1,0.001059,1.961843
8150c8c5-3cb3-4047-9722-9947145f9793,2.092945,0.000101,0,0.092713,1,0.001117,1.874468
221f0839-2316-4bdf-8334-af4716659cec,2.096840,0.000107,0,0.087673,1,0.001316,1.864862
9fd2090f-7ea4-4793-90f1-5cbb3fffebaa,1.935491,0.002710,0,0.097655,1,0.001088,2.070944
4eef2f34-8617-47c4-bb99-bab3ea29327b,2.050167,0.000074,0,0.076404,1,0.001349,1.992130
29d67bba-ea42-4815-842a-57a634e8c09f,1.958554,0.000093,0,0.076459,1,0.001625,2.040388
670b5ba7-3f4c-4171-84c5-fd2b46f31eaf,2.073995,0.000075,0,0.088655,1,0.008370,2.027159
60777b5f-bff5-4d5b-bc65-887195208821,2.047094,0.000731,0,0.145856,1,0.001167,1.951856
47ade929-e72c-44ca-9f7b-d4a08f178dca,2.108908,0.000117,0,0.167429,1,0.005320,1.998966
f45ea39b-b3b0-405f-adba-a5a7c1662519,2.034268,0.000095,0,0.091977,1,0.001009,1.941666
5820a327-6dc3-4942-afed-f91e4ee918e2,2.033640,0.000308,0,0.124188,1,0.001178,1.975514
a89f7e76-9516-4e66-9205-143807c1c48f,1.942866,0.000085,0,0.092713,1,0.001112,1.991148
d85d2035-0c5c-48af-84ad-c8be1698ab6d,2.037637,0.000080,0,0.112560,1,0.000900,2.007910
a98152ae-7b0c-4d80-a4e5-009a065cc45c,2.092467,0.000093,0,0.086242,1,0.005231,1.918264
fd78ffbc-1887-4a99-9dda-579f119f1ea6,2.038679,0.000079,0,0.109513,1,0.001460,1.966469
c0b780ab-5921-43e7-855a-547be6e7eb71,2.046579,0.000111,0,0.174777,1,0.001408,1.948817
5bf4c902-a700-4c7c-9752-523cb14d3609,2.137554,0.000095,0,0.122039,1,0.001152,1.887087
14f170e2-54e5-4856-88f2-c91d7b098c48,1.917200,0.000078,0,0.099705,1,0.001348,1.951570
c2612d64-546e-4b79-b72c-8abe31a062aa,2.066288,0.000085,0,0.095018,1,0.001212,1.952897
6b225c6d-a956-4140-a185-9929a991f053,2.045289,0.000077,0,0.175500,1,0.001223,2.003302
0681e350-502f-4f47-a313-dc7dc94d4990,2.132746,0.000069,0,0.099594,1,0.001402,2.117196
c968ba77-cc73-4e1c-b15b-a83c173ebded,2.055227,0.000188,0,0.076875,1,0.003615,1.978070
ade274d4-4a7f-44ef-92dd-97221dbb048a,2.144735,0.000070,0,0.191688,1,0.001160,1.967187
44bd4b7c-52ec-4b5d-b50a-2fc75f7bbb7d,2.121969,0.000076,0,0.096506,1,0.001064,1.996869
150fcb90-8a7b-488f-a4ce-21dd88f666d7,2.049429,0.000096,0,0.121737,1,0.001599,2.028074
67e88b7f-7742-4303-b9d4-16a3438e682d,2.038923,0.000130,0,0.090837,1,0.001260,1.965703
63a47f1e-f5e7-4204-ba0b-ea6b94d078d5,2.153131,0.000105,0,0.103956,1,0.005091,1.994880
6f94ca29-9267-4adf-8cec-ff8403f44dd4,2.147565,0.000360,0,0.097566,1,0.001093,1.954261
1041abb3-0d55-4124-9e11-06b16ae8d20b,2.087885,0.000108,0,0.088640,1,0.001159,1.998537
2a26de6d-de78-4d57-b2c1-37ec5047f064,2.142800,0.001965,0,0.096456,1,0.001098,1.982265
