timestamp,batch_id,t1,t2,q1,t3,q2,t4,t5
2025-06-05T06:11:33.903254,6fae9516-abd8-42c6-a098-d2f44f582f42,1.454369,0.003720,0,0.055881,1,0.000272,1.730818
2025-06-05T06:11:35.512678,f6afbbe8-3bac-4274-9a58-dedbfe77a532,1.467448,0.000455,0,0.186354,1,0.000450,1.444613
2025-06-05T06:11:37.305432,c59195ac-749d-473a-9864-b8822f823eda,1.571033,0.000128,0,0.114386,1,0.000417,1.413399
2025-06-05T06:11:39.117562,8f2a2351-c3e7-4d80-b6da-ab45da9ebb3f,1.567329,0.002100,0,0.104408,1,0.002706,1.405134
2025-06-05T06:11:40.740487,8ea5ab8f-a612-4e03-9aaf-d117aeb3ad18,1.466964,0.000136,0,0.123105,1,0.000441,1.407303
2025-06-05T06:11:42.533207,8fb04287-d398-48b2-b374-839f871105b4,1.578678,0.000080,0,0.104388,1,0.001001,1.427605
2025-06-05T06:11:44.295565,3e3e8f26-c112-4611-9653-465bf36be9a8,1.584368,0.000445,0,0.096243,1,0.000314,1.405542
2025-06-05T06:11:46.045630,a7cea996-e632-4b2d-a517-88321707eac6,1.592417,0.001218,0,0.100068,1,0.000359,1.360714
2025-06-05T06:11:47.737845,7f512233-81eb-45f7-95ca-93ca1138d2cc,1.503250,0.000098,0,0.102946,1,0.000773,1.409215
2025-06-05T06:11:49.438151,1cd6bf1e-68da-4678-8e66-e111e8bf9335,1.516408,0.000124,0,0.104277,1,0.001414,1.329612
2025-06-05T06:11:51.190596,217daecb-df48-40cc-a78f-fbd5b4540ae4,1.601803,0.000416,0,0.066170,1,0.000314,1.375415
2025-06-05T06:11:52.929506,db9a77b5-2329-4e47-9f76-0a32770e9ccb,1.589672,0.000110,0,0.154410,1,0.000428,1.360949
2025-06-05T06:11:54.709080,d23685ea-c663-4ae2-b778-a0094c8a300b,1.646721,0.000071,0,0.074447,1,0.003675,1.355540
2025-06-05T06:11:56.415740,ccbba810-d6c6-4d46-a891-209db7453881,1.567094,0.000118,0,0.066605,1,0.000952,1.324599
2025-06-05T06:11:58.212239,3c03ecfd-a410-4c2f-aba5-ea37eaecfdee,1.667099,0.000303,0,0.059321,1,0.002096,1.353949
2025-06-05T06:11:59.909469,6114a09a-55ad-4a5d-8978-1f2d55818363,1.549331,0.000121,0,0.050252,1,0.000523,1.336414
2025-06-05T06:12:01.605654,9da85683-24b3-40f6-aea6-96a91ef3530c,1.563755,0.000090,0,0.057564,1,0.000666,1.401732
2025-06-05T06:12:03.347040,8809b55e-9d27-4e8b-bc1f-cb30e8c54e90,1.613090,0.000085,0,0.105315,1,0.000413,1.453828
2025-06-05T06:12:05.017426,d1b61ab9-1095-49a5-842e-4f060f006a6d,1.497328,0.000189,0,0.182721,1,0.005829,1.368401
2025-06-05T06:12:06.812709,df8e730d-2494-49a7-bfb4-54c11ab62ee3,1.585498,0.001664,0,0.160995,1,0.001925,1.399878
2025-06-05T06:12:08.520509,3d4a1275-fa54-4ede-b645-fd396f6656b5,1.527428,0.000429,0,0.169574,1,0.000638,1.358758
2025-06-05T06:12:10.407529,4c20ba7f-bfe9-45ab-8acb-edef6f0a641d,1.671052,0.000165,0,0.055282,1,0.005368,1.314184
2025-06-05T06:12:12.113833,a34b546c-0041-4563-adc2-f6e3f94a35b0,1.572040,0.000075,0,0.080822,1,0.000433,1.382058
2025-06-05T06:12:13.900937,be522596-4055-43bc-be43-ba2821c154a8,1.653820,0.000070,0,0.058958,1,0.001192,1.383882
2025-06-05T06:12:15.638635,113ee4d9-5727-419f-a7e4-2757afeb43ce,1.592547,0.000097,0,0.123317,1,0.000457,1.361275
2025-06-05T06:12:17.427686,5704f778-765d-418c-99e4-b1d07894f36e,1.583462,0.000114,0,0.153804,1,0.004717,1.328133
2025-06-05T06:12:19.188881,67fdcead-d554-4583-baa3-43030bdb2bca,1.582351,0.000098,0,0.109477,1,0.000816,1.300961
2025-06-05T06:12:20.880907,63f6f51a-0bca-4e49-81d4-726e30b2771c,1.524963,0.000286,0,0.130340,1,0.003403,1.398402
2025-06-05T06:12:22.633470,87a7647a-fbb8-4bf8-9640-d3524960888b,1.583246,0.000158,0,0.169466,1,0.001537,1.389301
2025-06-05T06:12:24.591845,44d4087e-f831-4e08-93d5-b3179b42d7ae,1.765085,0.000261,0,0.076945,1,0.000460,1.372643
2025-06-05T06:12:26.384745,452ffcfd-210c-448d-9407-76e7d93adfbf,1.644031,0.002800,0,0.077978,1,0.000520,1.379564
2025-06-05T06:12:28.186469,a602cba9-983f-478d-8f63-db7111fec683,1.646874,0.000192,0,0.116440,1,0.004163,1.367397
2025-06-05T06:12:30.008469,4ebfdabc-2d55-4a64-a00a-c5b51fedf51e,1.663789,0.000195,0,0.061811,1,0.005381,1.444356
2025-06-05T06:12:31.734819,dc1c128f-d162-4a18-b9fb-7688a3aaa070,1.584001,0.000113,0,0.106727,1,0.000703,1.405079
2025-06-05T06:12:33.437485,9dad3546-1190-48e5-980e-4da43be05fd9,1.527864,0.000899,0,0.103972,1,0.000793,1.416882
2025-06-05T06:12:35.317203,51897c95-d24d-43cd-83fb-c3f0b056b02c,1.663718,0.000272,0,0.107042,1,0.003002,1.387752
2025-06-05T06:12:37.175707,88eec75e-eec4-43b9-bcef-969f3546ecb6,1.666741,0.001615,0,0.138414,1,0.000352,1.359707
2025-06-05T06:12:38.948565,a24439dd-6939-4991-91d2-0b81dbdcfd34,1.605107,0.000362,0,0.159727,1,0.006964,1.326864
2025-06-05T06:12:40.809933,ffe574f7-da79-484e-a03a-4942f1753f1e,1.666492,0.000183,0,0.205872,1,0.001487,1.395569
2025-06-05T06:12:42.606268,74a9e4ca-7575-46fb-8dca-e74f9a50925e,1.656367,0.000073,0,0.213266,1,0.005300,1.405145
2025-06-05T06:12:44.421037,b81dfe8d-c95a-4fb8-ac15-2f385ff9539f,1.584593,0.000249,0,0.195427,1,0.000447,1.371599
2025-06-05T06:12:46.223300,f1996c77-73a4-443e-be11-52157cb7645f,1.580278,0.000085,0,0.188049,1,0.000958,1.405480
2025-06-05T06:12:48.038191,2f278ad2-def4-43a3-9f4f-fc44f51840eb,1.594049,0.001080,0,0.148326,1,0.001216,1.426712
2025-06-05T06:12:49.938022,10dd2c68-b6e0-454a-92f5-913b1a535b49,1.687272,0.000083,0,0.134575,1,0.004650,1.398215
2025-06-05T06:12:51.719662,5325234d-8d53-42a7-a89b-bbcb78bfe1f2,1.653432,0.000093,0,0.161357,1,0.000455,1.343103
2025-06-05T06:12:53.424393,3f70b03b-4bf7-49a4-b05a-c9fadd9ce39b,1.487710,0.000104,0,0.167441,1,0.000693,1.370861
2025-06-05T06:12:55.229528,c02bb26b-3786-45dc-8f86-9265a4194a6a,1.578133,0.000299,0,0.119899,1,0.001319,1.433622
2025-06-05T06:12:57.017882,f5a4039a-a528-4f85-9d9c-865c1f7134bb,1.590273,0.000211,0,0.174581,1,0.000298,1.362793
2025-06-05T06:12:58.820622,03e62219-4488-4347-ba33-1867772f6d1c,1.646855,0.003343,0,0.164938,1,0.000499,1.394507
2025-06-05T06:13:00.641171,a42890d7-f4ae-4630-bdcf-e70611d1da3c,1.607045,0.000108,0,0.075790,1,0.002666,1.488809
2025-06-05T06:13:02.406412,f3d53019-ee6f-421d-ab19-17caf132c80b,1.639771,0.000174,0,0.076886,1,0.000463,1.466186
2025-06-05T06:13:04.132105,d637e197-dd93-4ff4-a014-cabf59c1d60c,1.574135,0.002632,0,0.094440,1,0.001185,1.452823
2025-06-05T06:13:05.931218,dfdcd8e7-2a41-4760-8d35-c075b68b7ec5,1.602744,0.000342,0,0.165265,1,0.000710,1.436328
2025-06-05T06:13:07.673684,4ed57808-ada4-41c7-a8fa-565dd8fcfc05,1.551041,0.005494,0,0.154013,1,0.000508,1.447950
2025-06-05T06:13:09.527038,c2a549c8-4e32-4d43-a659-9fa6f3876aa2,1.646508,0.000641,0,0.111616,1,0.001998,1.456017
2025-06-05T06:13:11.340889,5cc3c09d-69e8-40d9-984b-c24fbcf8a597,1.601650,0.000075,0,0.146035,1,0.000440,1.471529
2025-06-05T06:13:13.101585,efe09696-629c-4b2f-876a-c72be0f67d25,1.636454,0.005148,0,0.163651,1,0.001862,1.402091
2025-06-05T06:13:14.912895,33363259-7729-42d8-ab18-39431cafa8c3,1.615491,0.000128,0,0.168413,1,0.007612,1.410082
2025-06-05T06:13:16.676005,f277816a-7437-4416-962f-f6247684260a,1.555276,0.000342,0,0.241539,1,0.000577,1.349838
2025-06-05T06:13:18.527865,5c0cc71c-51f5-429e-af18-236e5bd10b44,1.651678,0.000281,0,0.188044,1,0.000307,1.393773
2025-06-05T06:13:20.407797,8daa4863-1260-45e0-aba5-46c1880caa11,1.665147,0.000166,0,0.098322,1,0.000586,1.467435
2025-06-05T06:13:22.235438,6bf7495d-3549-4132-a285-73ab55a5a971,1.678376,0.000871,0,0.079404,1,0.000329,1.370763
2025-06-05T06:13:24.033937,74c27215-1f18-40ee-89f1-6b7b882ea6e0,1.650810,0.000126,0,0.109135,1,0.002679,1.433025
2025-06-05T06:13:25.744904,082a3a79-2464-45e1-ac11-fa6297012b0f,1.536812,0.008650,0,0.120229,1,0.000432,1.356696
2025-06-05T06:13:27.489761,e9e21dd7-a3f0-4396-bd5a-3a15675c0aa7,1.544191,0.000533,0,0.308161,1,0.006678,1.355167
2025-06-05T06:13:29.234109,aebd39bd-a424-4ab7-b43c-2471ebd4b303,1.569020,0.000483,0,0.288773,1,0.002334,1.400805
2025-06-05T06:13:31.111534,a34c3130-8ab9-4c81-b9c0-d1004c5199c4,1.658248,0.000070,0,0.158707,1,0.001491,1.346318
2025-06-05T06:13:33.007128,1c959ad2-93a4-4cb9-85b7-b15f6f2ce56d,1.688940,0.000138,0,0.053708,1,0.000530,1.393979
2025-06-05T06:13:34.641856,085ce815-1459-4e23-be1e-f18edfa0eed8,1.498903,0.000226,0,0.148571,1,0.001283,1.357661
2025-06-05T06:13:36.410844,fb542b6c-1559-4724-901c-c2e4347d062f,1.553677,0.000158,0,0.097293,1,0.000422,1.386105
2025-06-05T06:13:38.038671,0dbd7ae2-bf60-4950-a29c-847714064453,1.480824,0.000174,0,0.267039,1,0.000954,1.419044
2025-06-05T06:13:39.977207,e403367b-93f3-4c89-a3b6-1a3f9b11dd79,1.666236,0.000504,0,0.134817,1,0.003892,1.304141
2025-06-05T06:13:41.813333,dd061d42-4bf5-4ebb-bf39-b5d4fa300e69,1.652033,0.005619,0,0.091947,1,0.000486,1.280001
2025-06-05T06:13:43.485272,23fc1b59-08ce-4da9-bb47-3be090e88be4,1.523518,0.003618,0,0.222296,1,0.000952,1.380738
2025-06-05T06:13:45.292301,11dcad62-8f57-4931-bb1f-dbc28fa84eab,1.634746,0.000179,0,0.224006,1,0.000476,1.299484
2025-06-05T06:13:47.137644,2571d7ce-b8f6-4a3f-b8ee-697825cea979,1.665689,0.000074,0,0.173248,1,0.003895,1.548403
2025-06-05T06:13:48.808676,1b434330-1fac-434f-b687-c53a8deeb6ed,1.478416,0.000321,0,0.297550,1,0.000373,1.486634
2025-06-05T06:13:50.616318,650407ee-0ed0-4da1-8d01-46e1d5756e84,1.608755,0.000130,0,0.184542,1,0.001165,1.434896
2025-06-05T06:13:52.411460,d3edc6f7-9a2c-42d5-8fe9-7e22d19e8bc0,1.611093,0.000823,0,0.194327,1,0.000360,1.364637
2025-06-05T06:13:54.296741,c060c1c9-e4c8-4824-81a5-be13e709047d,1.738153,0.000094,0,0.183369,1,0.000795,1.460923
2025-06-05T06:13:56.103312,cd7f8b87-0d03-452c-9f3f-3c521e9d593c,1.591621,0.000118,0,0.193761,1,0.000449,1.378682
2025-06-05T06:13:57.867594,3cb538a2-8388-4c4d-a3e5-c7553dd5cc4e,1.595885,0.000341,0,0.146072,1,0.001078,1.495903
2025-06-05T06:13:59.706615,222016e7-c7b7-4a78-9b8d-80bf49a8afb5,1.635265,0.000536,0,0.420998,1,0.000444,1.434623
2025-06-05T06:14:01.420146,f9855e2f-9126-477b-a451-438d2688904c,1.525139,0.000080,0,0.280684,1,0.002508,1.494000
2025-06-05T06:14:03.314697,556016f4-36b6-4127-8d57-ead0d8ec6a94,1.702845,0.000088,0,0.300821,1,0.001090,1.407250
2025-06-05T06:14:05.123412,77e56e78-1d9e-4beb-9d65-f3d546e94b42,1.589404,0.000136,0,0.304247,1,0.004175,1.443299
2025-06-05T06:14:07.029372,1aa27d47-3de5-46c8-bcb1-5aa34f09c456,1.733844,0.000864,0,0.378108,1,0.000525,1.456351
2025-06-05T06:14:08.810342,d3afedd6-e8fb-4ff4-9040-51acf12f97a0,1.560829,0.000092,0,0.402100,1,0.000494,1.358425
2025-06-05T06:14:10.686137,8fd35c50-fc74-4fcf-b47b-a9f90eb1ee90,1.672835,0.000149,0,0.325658,1,0.000666,1.425999
2025-06-05T06:14:12.475939,370ccc0d-a653-4104-a5d6-dc64144a3624,1.559512,0.000093,0,0.311689,1,0.007140,1.465830
2025-06-05T06:14:14.296382,d085c7ec-36af-4b05-8944-e1972d4869d5,1.612705,0.000091,0,0.144961,1,0.001184,1.424991
2025-06-05T06:14:16.051767,c8b200fe-d840-4c5e-81bc-8797df936b5a,1.512129,0.000146,0,0.248590,1,0.000909,1.419167
2025-06-05T06:14:17.841086,d8957829-bc00-4ca4-b346-c598087f62cf,1.583116,0.000118,0,0.367779,1,0.001041,1.327102
2025-06-05T06:14:19.720647,a3f379d0-d7ac-4d5a-b322-01b9113cb3bb,1.727027,0.000227,0,0.285946,1,0.000303,1.479034
2025-06-05T06:14:21.532038,7622e869-a370-42b7-a148-474be6d7661d,1.601839,0.001992,0,0.443150,1,0.000428,1.441727
2025-06-05T06:14:23.334791,9f3a27e5-25a0-4552-b160-18e3a2e4cb0a,1.620790,0.000077,0,0.287455,1,0.001691,1.374046
2025-06-05T06:14:25.210972,62205de6-f01f-4854-abb7-a57516d974ef,1.679044,0.000097,0,0.108595,1,0.000793,1.479508
2025-06-05T06:14:27.107742,4ab79455-2172-4a57-a738-764de4851480,1.685392,0.000103,0,0.311235,1,0.001729,1.375220
2025-06-05T06:14:28.912696,3b167d94-6f63-47b7-b24c-2bfe156bd2c5,1.608516,0.001069,0,0.364963,1,0.002167,1.371345
2025-06-05T06:14:30.712211,f09d4aa2-0f81-4291-972a-cfe50e39e804,1.622381,0.000134,0,0.192811,1,0.000863,1.493676
2025-06-05T06:14:32.420887,bb481154-2316-4d28-9c9d-81d546fe028c,1.572031,0.000181,0,0.351895,1,0.003760,1.477356
2025-06-05T06:14:34.222013,5d6cd708-b9e3-43b6-ba07-6338c1225afa,1.589678,0.000073,0,0.207359,1,0.002998,1.463220
2025-06-05T06:14:36.113611,5eccf55b-e2d3-410f-9760-ce376706d3d8,1.663332,0.000399,0,0.109380,1,0.001029,1.380891
2025-06-05T06:14:37.905405,a6ead9d4-b5aa-4d94-b639-b8c47d8ddab5,1.581115,0.000425,0,0.113822,1,0.002213,1.384320
2025-06-05T06:14:39.629180,a0ad32ed-d43e-4957-80c4-351bb0520e0a,1.504258,0.000341,0,0.150355,1,0.001171,1.342650
2025-06-05T06:14:41.523323,c3c8e024-cab1-4127-a4ad-da1e6b7f955f,1.677922,0.000110,0,0.046603,1,0.000815,1.448159
2025-06-05T06:14:43.326202,4116ca96-b586-4fbc-b0ba-3dd88ea9c84c,1.679186,0.000668,0,0.095089,1,0.000366,1.448221
2025-06-05T06:14:45.022979,2cc755c4-f468-44db-bb89-7a3f354fef47,1.563017,0.000299,0,0.106905,1,0.000694,1.438220
