timestamp,queue_name,messages_ready,messages_unacknowledged,messages,publish_rate,deliver_get_rate,ack_rate,consumers,state
2025-06-15T17:14:41.592551,intermediate_queue_2,0,0,0,0.0,0.0,0.0,1,running
2025-06-15T17:14:46.618521,intermediate_queue_2,0,0,0,0.0,0.0,0.0,1,running
2025-06-15T17:14:51.637975,intermediate_queue_2,0,0,0,1.2,1.2,1.0,1,running
2025-06-15T17:14:56.648927,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:15:01.665335,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:15:06.681330,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:15:11.694908,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:15:16.709251,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:15:21.720353,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:15:26.730606,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:15:31.741717,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:15:36.752582,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:15:41.763569,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:15:46.778512,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:15:51.791058,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:15:56.799600,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:16:01.816774,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:16:06.824226,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:16:11.832727,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:16:16.841427,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:16:21.854532,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:16:26.870445,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:16:31.894065,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:16:36.911139,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:16:41.921343,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:16:46.944120,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:16:51.955266,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:16:56.971806,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:17:01.982292,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:06.992892,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:12.010577,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:17:17.023739,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:22.034469,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:17:27.046146,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:17:32.060866,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:37.080439,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:17:42.094920,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:47.114815,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:17:52.125440,intermediate_queue_2,0,0,0,1.0,1.0,0.8,1,running
2025-06-15T17:17:57.139531,intermediate_queue_2,0,0,0,0.8,0.8,1.0,1,running
2025-06-15T17:18:02.150315,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
2025-06-15T17:18:07.166403,intermediate_queue_2,0,0,0,0.8,0.8,0.8,1,running
2025-06-15T17:18:12.182681,intermediate_queue_2,0,0,0,1.0,1.0,1.0,1,running
